interval_ms
9.2
70.3
1.9
33.8
211.8
223.0
338.2
368.3
385.7
280.9
326.5
357.5
373.7
388.7
550.1
530.2
593.9
605.7
737.1
627.8
687.2
715.3
80.2
91.7
844.0
753.7
754.1
907.4
908.0
950.8
836.5
968.1
1015.1
1015.4
263.9
915.2
293.6
931.2
1077.5
326.2
976.9
977.3
341.7
53.0
372.2
1010.2
1025.3
84.3
402.3
402.6
30.7
418.7
116.2
117.3
1070.0
1201.7
1201.9
77.8
1219.2
1116.4
1231.2
191.9
111.0
1251.0
1251.6
1147.6
221.5
1294.3
1294.6
1194.3
573.6
1211.2
186.6
1340.8
201.7
301.3
218.4
606.3
302.5
1258.9
1402.8
263.8
1305.0
292.5
377.4
309.2
698.5
699.7
1337.2
728.7
1366.1
425.0
1366.8
1367.0
760.9
375.1
764.7
377.3
402.6
1427.7
418.2
434.6
1474.4
533.1
1505.5
480.9
510.9
913.3
1551.0
927.9
1695.2
1596.3
572.5
1598.7
962.2
671.5
671.9
1742.8
991.6
687.5
1630.6
1757.3
1645.0
633.6
633.9
649.2
1674.3
1674.6
650.0
747.9
1067.3
763.2
680.1
696.4
1736.4
795.8
730.5
1146.5
1814.8
1929.6
1178.1
1815.6
1930.6
875.8
819.5
819.9
904.3
936.9
1878.9
854.5
1994.3
855.4
1253.6
1255.6
980.1
1285.3
2037.5
2038.0
1925.5
1955.1
1333.1
2085.3
1975.9
1060.9
1365.9
2118.0
1075.2
2131.6
1105.5
2161.9
2196.1
2207.4
1476.9
2229.2
1486.9
1503.6
1503.9
2256.0
2141.7
1507.0
1230.0
2301.9
2304.7
1177.8
1565.9
1178.5
1295.7
1213.8
2239.5
1215.7
2249.2
1225.9
1258.6
2398.6
1345.3
2403.3
2289.6
1265.1
1286.8
2441.7
2331.4
1698.8
2338.8
2472.3
2377.8
1741.3
2493.6
2494.2
1357.5
1773.1
2412.2
1775.4
1471.9
1499.1
1499.6
1804.7
1805.5
1445.7
1474.4
2614.0
2614.5
1863.0
2615.0
1891.4
1894.5
2534.4
2673.5
1547.8
2704.3
2704.5
2726.0
1611.9
1612.6
1627.0
1627.6
2670.0
2047.9
1758.8
2700.7
2816.1
87.8
1771.3
2076.1
2076.5
113.7
2091.0
132.0
1805.8
134.0
2112.6
148.9
1822.2
2880.5
2776.3
177.2
1767.9
2808.8
227.0
1817.4
1817.6
2205.5
228.7
1908.7
1923.9
2995.4
2245.8
2999.5
2886.8
1862.3
1956.7
2927.8
3042.9
2928.6
3080.3
1941.7
3085.6
2334.8
2972.2
1947.7
1965.8
3110.1
2058.1
3114.8
3022.0
1997.4
422.1
2012.0
440.6
3066.0
2445.2
2446.2
2460.6
3212.8
498.6
2171.7
3113.4
2476.5
2103.9
2505.9
2520.9
3160.3
3175.4
2154.1
2265.4
3321.8
3208.4
2183.9
2571.8
3350.8
3236.6
2615.1
654.3
2327.4
2244.7
3282.3
3282.6
3411.7
2272.6
3299.3
2662.4
2275.0
3315.0
3317.0
2305.9
2390.6
2308.3
3448.9
2421.4
2421.7
750.2
2449.8
2769.0
2382.0
3423.8
2787.1
3424.8
2789.9
3565.4
837.1
2814.4
3453.5
3466.8
2525.6
2832.0
2559.2
2479.3
2506.7
2590.2
917.8
2507.5
2591.0
3648.2
919.8
3673.5
2922.3
963.0
963.2
963.4
3591.6
3593.7
2680.1
2984.7
2600.1
3625.3
3625.5
1023.5
3652.0
1038.1
3030.0
3782.0
3782.3
2741.9
3798.3
2757.0
3063.1
1100.1
2773.2
1100.9
2690.7
2775.8
20.0
3082.0
48.0
2722.4
3122.1
87.2
1171.5
2762.0
89.7
1174.0
2868.3
3184.3
3938.5
139.4
3952.6
2910.5
3215.0
1252.6
1269.3
2942.6
1270.3
3261.7
4013.7
3276.6
4028.7
1315.2
2905.0
1331.5
248.7
4061.4
3020.8
2937.6
4077.1
3051.2
2968.1
3371.7
4124.1
3372.5
4124.4
1395.7
3387.5
1412.4
