interval_ms
1049.7
993.9
1266.5
1336.8
136.8
1283.6
57.4
242.7
1273.1
1291.7
40.4
335.5
1881.7
6121.8
29.8
322.7
1181.8
2176.7
1584.8
1599.9
1210.6
23.4
1466.9
2737.1
736.3
731.7
1109.4
3082.1
377.1
32.7
681.9
712.9
961.1
529.8
2417.5
3478.5
25.5
1128.5
51.2
