interval_ms
94.8
753.3
108.5
95.2
287.3
642.1
111.8
753.1
50.2
87.8
236.1
1200.4
119.2
330.7
353.2
115.1
283.2
2586.1
300.4
315.7
520.4
395.3
38.0
583.1
311.2
196.3
488.6
1371.9
252.2
1422.4
109.8
198.8
51.6
678.7
116.4
174.5
2150.5
718.9
101.7
657.2
442.2
977.3
1629.3
393.7
430.7
2163.4
304.8
240.7
550.4
101.7
268.9
576.8
104.1
158.3
453.1
1446.4
364.2
286.1
194.5
85.1
1534.3
361.7
353.2
2284.6
150.6
1236.1
632.0
1125.9
1172.9
2681.1
190.0
483.0
184.5
84.9
35.3
147.4
34.9
713.3
618.0
66.3
144.5
251.3
597.2
734.6
595.6
1324.1
1385.9
174.0
512.1
1312.2
95.2
591.9
235.7
67.9
3.9
636.0
659.0
1153.8
512.2
144.3
1943.1
514.5
1315.5
3251.2
