interval_ms
181.8
245.5
135.5
1.2
9.4
12.6
181.3
127.6
143.9
88.0
13.3
59.8
31.5
37.0
103.3
74.8
49.7
22.0
87.0
23.1
35.3
237.0
25.1
75.1
310.4
208.8
134.9
28.6
104.4
27.9
64.6
1.1
53.4
161.4
84.9
225.1
240.1
176.2
52.8
26.4
91.8
3.6
175.9
115.2
70.8
207.7
51.3
66.2
50.3
36.1
11.6
116.5
64.3
35.3
484.8
161.4
58.3
73.1
147.1
20.4
88.9
13.5
122.5
16.7
10.8
103.1
105.8
176.5
65.8
1.2
13.5
124.8
141.0
189.1
16.8
5.8
36.2
225.1
110.9
93.3
25.1
123.4
10.9
26.9
4.3
24.2
98.5
181.5
164.2
68.6
76.5
76.0
92.1
52.6
20.7
25.6
176.0
36.1
84.6
8.1
44.5
8.7
97.8
43.7
43.9
286.1
181.1
21.2
188.5
179.1
72.8
120.7
64.9
33.0
100.7
473.3
0.6
102.9
61.4
48.5
71.2
97.1
101.6
84.6
171.0
287.3
4.8
24.5
137.6
27.8
128.7
52.5
133.8
48.4
12.7
136.8
67.0
48.4
183.6
39.4
111.0
43.9
137.2
117.1
95.6
39.1
88.6
204.7
6.5
82.5
92.7
177.6
100.9
114.3
40.5
128.3
4.7
27.8
100.7
126.4
10.8
59.1
169.4
208.8
27.1
8.2
97.3
31.9
3.7
395.3
88.5
30.3
252.0
72.2
20.0
40.6
179.9
20.0
95.2
39.3
100.0
21.0
83.8
19.8
52.9
152.4
134.3
35.0
68.7
204.5
68.9
288.1
59.2
24.1
7.7
145.1
6.7
100.6
117.3
56.5
9.0
36.4
26.6
59.4
41.6
181.3
39.5
88.7
71.1
76.6
124.7
39.9
40.8
69.9
25.3
143.4
173.0
325.7
118.7
182.5
88.8
54.9
9.0
164.2
86.3
408.0
107.1
100.7
488.3
117.9
382.0
51.1
69.2
178.7
22.0
32.0
28.6
23.8
20.5
348.3
83.4
36.5
28.1
51.0
45.5
101.0
137.1
274.7
204.8
271.0
311.8
63.6
14.1
61.6
61.8
94.9
120.6
8.5
75.9
54.4
89.4
94.7
21.3
60.6
8.4
23.4
10.6
15.4
27.4
208.1
8.6
41.4
137.5
123.3
44.8
173.0
15.2
141.2
170.9
106.0
76.0
114.2
56.0
34.4
85.7
51.2
67.9
68.1
9.3
1.6
84.4
118.8
275.0
39.1
271.6
99.4
34.9
35.2
89.5
152.4
77.9
9.0
8.8
69.1
32.6
136.1
180.8
339.2
30.4
125.1
10.6
153.1
57.8
76.4
81.0
24.4
39.9
68.4
249.9
85.1
41.2
9.0
37.5
27.5
52.5
63.9
46.2
564.7
9.5
137.3
192.9
7.8
73.5
36.3
4.9
64.5
148.9
13.6
117.1
72.3
92.4
52.7
0.7
77.9
57.2
133.2
154.8
39.5
39.5
76.6
36.5
24.4
7.2
62.6
36.3
36.9
87.5
36.4
11.4
132.4
84.2
178.2
255.8
7.9
7.9
25.1
61.6
112.6
96.2
96.8
40.5
13.9
10.8
63.3
195.7
85.4
233.0
55.3
75.0
50.8
281.5
403.8
231.3
53.1
35.0
40.3
29.3
9.2
76.0
92.8
40.8
87.4
39.6
119.8
1.1
148.4
196.8
49.8
142.1
39.4
69.2
100.0
100.0
144.2
69.1
9.5
40.4
88.2
155.6
83.3
78.4
19.1
3.4
64.7
117.4
56.8
0.8
5.0
96.1
84.7
68.6
35.8
26.0
103.8
55.5
75.0
62.2
8.5
21.4
98.5
377.6
294.2
32.9
75.3
270.7
32.4
95.9
126.0
11.3
90.8
87.8
235.0
58.3
74.3
19.9
96.4
52.9
86.4
139.4
42.2
23.9
25.1
87.0
8.4
413.4
21.7
23.5
68.2
105.1
73.9
151.6
51.8
36.4
42.2
30.8
305.9
28.8
445.1
179.0
196.8
93.2
166.7
0.7
39.3
53.1
100.7
26.2
100.6
0.7
53.0
112.0
53.6
62.5
15.0
5.9
71.7
101.8
67.5
88.4
85.8
360.4
455.2
129.0
60.5
32.4
100.0
82.3
17.0
225.5
16.3
31.8
115.0
29.3
27.9
51.9
17.1
254.7
21.6
21.5
31.3
0.8
132.3
27.2
36.4
39.9
4.7
224.1
312.9
117.2
20.8
87.9
23.5
14.1
70.7
221.6
68.0
28.8
24.6
216.5
196.2
