interval_ms
396.7
642.1
187.5
719.1
766.3
862.4
449.7
466.5
473.5
547.0
1164.7
1199.3
1297.6
1298.0
1325.7
1338.5
1377.4
928.8
999.1
1606.5
1182.9
1230.7
1238.1
1283.4
1333.3
1362.5
1870.2
105.4
1440.4
200.6
2082.1
2109.7
1659.6
329.7
371.5
1706.4
2186.2
1743.5
2266.7
1826.8
2303.3
509.2
1861.4
1886.4
2461.8
666.2
2471.1
678.6
2501.5
697.1
24.5
56.0
2608.5
134.5
2639.3
195.9
934.3
935.1
2740.2
2777.1
2809.1
1017.7
2368.6
2857.6
2390.8
420.7
424.8
1124.8
1134.1
1158.1
2990.8
1203.6
2552.0
533.4
1236.4
1248.7
2583.2
2614.2
2622.3
626.2
3162.2
1357.9
3240.6
2777.8
776.6
1561.4
2896.9
3367.6
1582.3
3419.2
930.9
3439.8
1652.3
3473.4
1003.3
3055.9
1055.5
1055.7
1055.8
1760.6
3565.7
3108.7
1789.6
1136.2
3201.4
1213.5
1919.5
1264.2
1273.3
3799.2
16.2
1363.2
1388.2
1415.2
1428.8
3930.1
3930.5
3970.2
1506.6
196.4
196.8
4022.7
2254.3
4094.0
1605.7
2335.8
4145.9
1677.5
1690.2
4219.9
2427.0
1769.1
2455.0
521.6
4337.3
2554.6
2569.1
1895.1
1922.1
4412.0
2053.7
751.3
2093.7
2778.9
2809.7
2855.1
875.8
4675.9
2203.3
2917.3
953.0
2994.2
1015.8
2333.4
4894.3
1104.7
4905.4
72.5
2449.6
4939.4
134.5
142.9
5001.7
5010.0
206.0
2564.4
3276.6
3295.7
1306.1
3310.0
5158.2
1402.0
3398.0
3405.7
3445.3
408.5
3483.4
5296.0
512.1
4.4
1555.8
42.5
5417.5
83.7
3630.3
627.6
5480.1
3728.4
3734.3
5539.3
1761.3
211.8
3798.6
253.4
263.9
276.3
1851.9
3863.6
836.8
1896.6
5697.5
3900.1
879.1
5749.7
5773.4
960.1
100.2
5825.9
5842.1
5896.1
594.6
226.9
237.8
4169.9
640.5
1155.1
691.9
4238.7
4277.2
1287.0
1304.1
6158.2
1382.6
1390.8
906.1
927.2
4516.0
610.5
645.4
646.6
1542.8
1563.3
686.4
4647.9
6481.9
1663.1
1679.1
815.9
6535.8
4753.4
1257.2
6609.3
889.9
6629.5
6682.2
1332.8
979.3
1348.7
1919.0
1042.2
1061.6
1456.3
1970.5
5051.4
1505.9
6857.8
1558.4
1208.7
1226.1
5149.2
2136.0
6997.7
2162.7
2181.6
1698.9
5249.4
1726.1
1357.1
1782.4
5361.4
5362.6
7212.2
1493.5
5412.9
1894.4
1897.0
1919.2
1570.5
7342.1
5559.9
1664.8
7384.7
1674.8
1690.4
2568.0
1696.7
1716.6
5651.5
2620.8
2644.5
2136.7
2157.8
2674.1
5756.7
1858.1
2752.1
2771.2
1910.8
2805.8
1946.8
5877.6
2350.4
2874.4
2381.7
2381.9
2890.0
7748.5
5944.5
2033.7
5989.6
2957.9
7823.5
7825.3
2997.2
6035.6
6110.1
7915.0
6124.4
2225.6
2640.0
2679.6
3194.8
3195.0
2333.4
6269.8
2747.6
2754.6
3270.9
2853.1
6419.2
8224.1
2918.8
2549.9
6465.1
3458.5
3459.2
201.8
6548.9
3028.3
3029.4
3537.5
300.9
8422.0
8423.0
3612.1
6712.2
2840.4
2889.2
3767.1
29.5
6818.6
523.1
123.2
3353.3
3861.4
136.3
627.0
6957.5
96.3
101.2
6988.7
228.2
234.2
722.0
8845.7
7071.0
796.8
8907.6
4105.6
8960.5
380.2
400.4
51.3
893.4
429.3
341.5
4197.3
117.8
147.9
7281.1
506.0
4288.0
9131.1
9131.6
207.8
213.4
9181.5
609.6
7405.1
